strain	cluster	location	date	variant
USA/WA-CDC-UW21092184189/2021	1301	North_King_County	2021-09-21	delta
USA/WA-CDC-UW21110295521/2021	1302	North_King_County	2021-11-02	delta
USA/WA-PHL-007638/2021	1303	South_King_County	2021-11-29	delta
USA/WA-CDC-UW21113047012/2021	1304	South_King_County	2021-11-30	delta
USA/WA-CDC-UW21120307096/2021	1305	South_King_County	2021-12-03	delta
USA/WA-CDC-UW21120712132/2021	1305	South_King_County	2021-12-07	delta
USA/WA-CDC-UW21120409210/2021	1306	South_King_County	2021-12-04	delta
USA/WA-UW-21080928992/2021	1307	North_King_County	2021-08-09	delta
USA/WA-CDC-UW21101584072/2021	1308	North_King_County	2021-10-15	delta
USA/WA-CDC-UW21101136597/2021	1309	North_King_County	2021-10-11	delta
USA/WA-PHL-005956/2021	1310	South_King_County	2021-11-01	delta
USA/WA-CDC-UW21110241724/2021	1311	South_King_County	2021-11-02	delta
USA/WA-CDC-UW21111332954/2021	1311	South_King_County	2021-11-13	delta
USA/WA-CDC-UW21111216879/2021	1311	South_King_County	2021-11-12	delta
USA/WA-CDC-LC0345681/2021	1312	North_King_County	2021-10-20	delta
USA/WA-CDC-UW21110262833/2021	1313	South_King_County	2021-11-02	delta
USA/WA-CDC-UW21102678478/2021	1313	North_King_County	2021-10-26	delta
USA/WA-CDC-UW21111308764/2021	1314	North_King_County	2021-11-13	delta
USA/WA-S15639/2021	1315	North_King_County	2021-11-20	delta
USA/WA-UW-21122112712/2021	1315	North_King_County	2021-12-21	delta
USA/WA-CDC-UW21120942322/2021	1315	North_King_County	2021-12-09	delta
USA/WA-CDC-UW21120976240/2021	1315	North_King_County	2021-12-09	delta
USA/WA-CDC-UW21121792836/2021	1315	North_King_County	2021-12-17	delta
USA/WA-CDC-UW21121440090/2021	1315	North_King_County	2021-12-14	delta
USA/WA-CDC-UW21121358013/2021	1315	South_King_County	2021-12-13	delta
USA/WA-CDC-UW21122186614/2021	1315	North_King_County	2021-12-21	delta
USA/WA-CDC-ASC210625437/2021	1316	North_King_County	2021-12-15	delta
USA/WA-UW-21063084989/2021	1317	North_King_County	2021-06-30	delta
USA/WA-UW-21062996878/2021	1317	North_King_County	2021-06-29	delta
USA/WA-CDC-UW21121729360/2021	1318	North_King_County	2021-12-17	delta
USA/WA-CDC-UW21120221077/2021	1319	South_King_County	2021-12-02	delta
USA/WA-CDC-UW21110301079/2021	1319	North_King_County	2021-11-03	delta
USA/WA-CDC-UW21112343476/2021	1320	North_King_County	2021-11-23	delta
USA/WA-CDC-UW21121635692/2021	1321	South_King_County	2021-12-16	delta
USA/WA-CDC-UW21121422206/2021	1321	South_King_County	2021-12-14	delta
USA/WA-CDC-LC0395430/2021	1322	South_King_County	2021-11-20	delta
USA/WA-UW-21111717822/2021	1323	North_King_County	2021-11-17	delta
USA/WA-CDC-UW21102292059/2021	1323	South_King_County	2021-10-22	delta
USA/WA-CDC-UW21121622258/2021	1323	North_King_County	2021-12-16	delta
USA/WA-CDC-UW21120901448/2021	1323	South_King_County	2021-12-09	delta
USA/WA-CDC-UW21121740920/2021	1323	South_King_County	2021-12-17	delta
USA/WA-UW-21102843170/2021	1323	North_King_County	2021-10-28	delta
USA/WA-CDC-UW21111391747/2021	1324	North_King_County	2021-11-13	delta
USA/WA-CDC-UW21121079526/2021	1325	South_King_County	2021-12-10	delta
USA/WA-CDC-UW21112640895/2021	1325	North_King_County	2021-11-26	delta
USA/WA-CDC-ASC210642832/2021	1326	North_King_County	2021-12-23	delta
USA/WA-CDC-ASC210451771/2021	1327	North_King_County	2021-11-08	delta
USA/WA-S15644/2021	1328	North_King_County	2021-11-20	delta
USA/WA-CDC-UW21112995510/2021	1329	North_King_County	2021-11-29	delta
USA/WA-CDC-UW21113059765/2021	1330	North_King_County	2021-11-30	delta
USA/WA-CDC-UW21092188569/2021	1331	South_King_County	2021-09-21	delta
USA/WA-CDC-UW21112384275/2021	1332	North_King_County	2021-11-23	delta
USA/WA-CDC-UW21082006851/2021	1333	South_King_County	2021-08-20	delta
USA/WA-CDC-UW21113010180/2021	1334	North_King_County	2021-11-30	delta
USA/WA-CDC-UW21111961101/2021	1334	North_King_County	2021-11-19	delta
USA/WA-PHL-007634/2021	1335	South_King_County	2021-11-29	delta
USA/WA-UW-21112245224/2021	1336	North_King_County	2021-11-22	delta
USA/WA-CDC-LC0412383/2021	1336	South_King_County	2021-11-30	delta
USA/WA-CDC-UW21120885238/2021	1337	South_King_County	2021-12-08	delta
USA/WA-PHL-007907/2021	1338	North_King_County	2021-12-10	delta
USA/WA-UW-21102914007/2021	1339	South_King_County	2021-10-29	delta
USA/WA-CDC-UW21073028956/2021	1340	North_King_County	2021-07-30	delta
USA/WA-CDC-UW21073092477/2021	1341	North_King_County	2021-07-30	delta
USA/WA-CDC-LC0342359/2021	1342	South_King_County	2021-10-13	delta
USA/WA-CDC-UW21081421884/2021	1343	North_King_County	2021-08-14	delta
USA/WA-UW-21081784827/2021	1344	North_King_County	2021-08-17	delta
USA/WA-CDC-UW21090883499/2021	1345	North_King_County	2021-09-08	delta
USA/WA-UW-21072213145/2021	1346	North_King_County	2021-07-22	delta
USA/WA-CDC-UW21090352023/2021	1347	North_King_County	2021-09-03	delta
USA/WA-UW-21110666912/2021	1348	North_King_County	2021-11-06	delta
USA/WA-CDC-UW21062195655/2021	1349	North_King_County	2021-06-21	delta
USA/WA-CDC-UW21062301682/2021	1349	South_King_County	2021-06-23	delta
USA/WA-CDC-UW21062308169/2021	1349	South_King_County	2021-06-23	delta
USA/WA-CDC-UW21062112348/2021	1349	North_King_County	2021-06-21	delta
USA/WA-CDC-UW21090944981/2021	1350	North_King_County	2021-09-09	delta
USA/WA-CDC-UW21090873942/2021	1351	South_King_County	2021-09-08	delta
USA/WA-CDC-UW21090226728/2021	1352	South_King_County	2021-09-02	delta
USA/WA-CDC-UW21090259654/2021	1352	South_King_County	2021-09-02	delta
USA/WA-CDC-UW21090849519/2021	1353	North_King_County	2021-09-08	delta
USA/WA-CDC-UW21091734099/2021	1354	South_King_County	2021-09-17	delta
USA/WA-CDC-UW21102046019/2021	1355	South_King_County	2021-10-20	delta
USA/WA-UW-21072834440/2021	1356	North_King_County	2021-07-28	delta
USA/WA-UW-21071852104/2021	1357	North_King_County	2021-07-18	delta
USA/WA-S13013/2021	1358	South_King_County	2021-08-27	delta
USA/WA-CDC-UW21120893616/2021	1359	South_King_County	2021-12-08	delta
USA/WA-CDC-UW21120830202/2021	1359	South_King_County	2021-12-08	delta
USA/WA-CDC-UW22010317432/2022	1360	North_King_County	2022-01-03	delta
USA/WA-CDC-UW21090204811/2021	1361	North_King_County	2021-09-02	delta
USA/WA-CDC-UW21090802117/2021	1361	North_King_County	2021-09-08	delta
USA/WA-UW-21111598804/2021	1362	South_King_County	2021-11-15	delta
USA/WA-CDC-UW21111022541/2021	1363	North_King_County	2021-11-10	delta
USA/WA-CDC-UW21113053976/2021	1364	South_King_County	2021-11-30	delta
USA/WA-CDC-UW21111372336/2021	1365	North_King_County	2021-11-13	delta
USA/WA-S11898/2021	1366	North_King_County	2021-08-23	delta
USA/WA-CDC-UW21081256584/2021	1367	North_King_County	2021-08-12	delta
USA/WA-UW-21072289309/2021	1368	North_King_County	2021-07-22	delta
USA/WA-CDC-UW21120268974/2021	1369	North_King_County	2021-12-02	delta
USA/WA-UW-21092250969/2021	1370	North_King_County	2021-09-22	delta
USA/WA-CDC-UW21081262237/2021	1371	North_King_County	2021-08-12	delta
USA/WA-CDC-UW21101116515/2021	1372	North_King_County	2021-10-11	delta
USA/WA-S15470/2021	1372	North_King_County	2021-10-09	delta
USA/WA-CDC-UW21121742477/2021	1372	South_King_County	2021-12-17	delta
USA/WA-CDC-UW21112032779/2021	1373	North_King_County	2021-11-20	delta
USA/WA-S15064/2021	1374	North_King_County	2021-10-12	delta
USA/WA-UW-21071755536/2021	1375	North_King_County	2021-07-17	delta
USA/WA-S10649/2021	1376	North_King_County	2021-07-25	delta
USA/WA-S9866/2021	1377	South_King_County	2021-07-16	delta
USA/WA-CDC-UW21081021375/2021	1378	South_King_County	2021-08-10	delta
USA/WA-CDC-LC0336266/2021	1378	North_King_County	2021-10-09	delta
USA/WA-CDC-UW21072936362/2021	1379	South_King_County	2021-07-29	delta
USA/WA-UW-21080318926/2021	1380	North_King_County	2021-08-03	delta
USA/WA-S15643/2021	1381	North_King_County	2021-11-20	delta
USA/WA-CDC-UW21091058530/2021	1382	South_King_County	2021-09-10	delta
USA/WA-CDC-UW21101184506/2021	1383	North_King_County	2021-10-11	delta
USA/WA-UW-21072924099/2021	1384	North_King_County	2021-07-29	delta
USA/WA-CDC-UW21082859109/2021	1385	North_King_County	2021-08-28	delta
USA/WA-S15669/2021	1386	South_King_County	2021-11-24	delta
USA/WA-CDC-UW21112365934/2021	1387	South_King_County	2021-11-23	delta
USA/WA-CDC-UW21120907337/2021	1388	South_King_County	2021-12-09	delta
USA/WA-PHL-006994/2021	1388	South_King_County	2021-11-10	delta
USA/WA-CDC-UW21121816817/2021	1389	South_King_County	2021-12-18	delta
USA/WA-CDC-UW21121657103/2021	1390	South_King_County	2021-12-16	delta
USA/WA-CDC-LC0275707/2021	1391	South_King_County	2021-09-11	delta
USA/WA-CDC-UW21092116642/2021	1391	South_King_County	2021-09-21	delta
USA/WA-UW-21092504410/2021	1392	South_King_County	2021-09-25	delta
USA/WA-UW-21092844476/2021	1392	North_King_County	2021-09-28	delta
USA/WA-CDC-UW21091738797/2021	1393	North_King_County	2021-09-17	delta
USA/WA-CDC-UW21102200054/2021	1394	North_King_County	2021-10-22	delta
USA/WA-S14327/2021	1395	South_King_County	2021-09-04	delta
USA/WA-CDC-UW21101183660/2021	1396	South_King_County	2021-10-11	delta
USA/WA-CDC-UW21100208260/2021	1397	South_King_County	2021-10-02	delta
USA/WA-S14451/2021	1398	South_King_County	2021-09-20	delta
USA/WA-S14574/2021	1399	North_King_County	2021-09-25	delta
USA/WA-CDC-UW21121059945/2021	1400	South_King_County	2021-12-10	delta
USA/WA-CDC-UW21121042188/2021	1400	South_King_County	2021-12-10	delta
USA/WA-CDC-UW21102021124/2021	1400	South_King_County	2021-10-20	delta
USA/WA-PHL-005691/2021	1400	South_King_County	2021-10-25	delta
USA/WA-PHL-005639/2021	1400	South_King_County	2021-10-23	delta
USA/WA-UW-21102145917/2021	1401	North_King_County	2021-10-21	delta
USA/WA-CDC-UW21102496277/2021	1402	North_King_County	2021-10-24	delta
USA/WA-CDC-UW21103106973/2021	1402	North_King_County	2021-10-31	delta
USA/WA-S15148/2021	1402	North_King_County	2021-11-04	delta
USA/WA-CDC-UW21092141105/2021	1403	North_King_County	2021-09-21	delta
USA/WA-CDC-UW21070792977/2021	1404	North_King_County	2021-07-07	delta
USA/WA-CDC-UW21112220516/2021	1405	North_King_County	2021-11-22	delta
USA/WA-CDC-UW21120167467/2021	1405	South_King_County	2021-12-01	delta
USA/WA-CDC-UW21112375767/2021	1405	North_King_County	2021-11-23	delta
USA/WA-CDC-UW21120239181/2021	1405	South_King_County	2021-12-02	delta
USA/WA-CDC-UW21120163439/2021	1405	North_King_County	2021-12-01	delta
USA/WA-CDC-UW21121090260/2021	1406	North_King_County	2021-12-10	delta
USA/WA-CDC-UW21121086687/2021	1406	North_King_County	2021-12-10	delta
USA/WA-CDC-UW21121374111/2021	1406	North_King_County	2021-12-13	delta
USA/WA-CDC-UW21123046181/2021	1407	South_King_County	2021-12-30	delta
USA/WA-UW-21120259460/2021	1408	North_King_County	2021-12-02	delta
USA/WA-UW-21091321606/2021	1409	North_King_County	2021-09-13	delta
USA/WA-CDC-UW21082743084/2021	1410	South_King_County	2021-08-27	delta
USA/WA-CDC-LC0361274/2021	1411	North_King_County	2021-10-27	delta
USA/WA-S13208/2021	1412	South_King_County	2021-10-08	delta
USA/WA-UW-21092376447/2021	1413	South_King_County	2021-09-23	delta
USA/WA-CDC-UW21093031866/2021	1414	North_King_County	2021-09-30	delta
USA/WA-CDC-UW21100342080/2021	1415	North_King_County	2021-10-03	delta
USA/WA-S12995/2021	1416	North_King_County	2021-08-23	delta
USA/WA-UW-21072945567/2021	1417	South_King_County	2021-07-29	delta
USA/WA-S10617/2021	1418	North_King_County	2021-08-05	delta
USA/WA-S13556/2021	1419	South_King_County	2021-08-30	delta
USA/WA-UW-21072923486/2021	1420	North_King_County	2021-07-29	delta
USA/WA-CDC-UW21081486329/2021	1421	North_King_County	2021-08-14	delta
USA/WA-CDC-UW21081641307/2021	1422	North_King_County	2021-08-16	delta
USA/WA-CDC-UW21090719697/2021	1422	North_King_County	2021-09-07	delta
USA/WA-IVY-ZZX9LFWN/2021	1423	North_King_County	2021-08-23	delta
USA/WA-CDC-UW21090844799/2021	1423	North_King_County	2021-09-08	delta
USA/WA-CDC-LC0365276/2021	1424	South_King_County	2021-11-01	delta
USA/WA-UW-21081738967/2021	1425	North_King_County	2021-08-17	delta
USA/WA-CDC-UW22012292477/2022	1426	South_King_County	2022-01-22	delta
USA/WA-UW-21120314085/2021	1427	North_King_County	2021-12-03	delta
USA/WA-UW-21112994012/2021	1428	North_King_County	2021-11-29	delta
USA/WA-CDC-UW21120215211/2021	1429	North_King_County	2021-12-02	delta
USA/WA-PHL-007633/2021	1430	South_King_County	2021-11-29	delta
USA/WA-CDC-UW21062193215/2021	1431	North_King_County	2021-06-21	delta
USA/WA-UW-21100953951/2021	1432	North_King_County	2021-10-09	delta
USA/WA-UW-21092850038/2021	1432	North_King_County	2021-09-28	delta
USA/WA-CDC-UW21100265790/2021	1433	North_King_County	2021-10-02	delta
USA/WA-CDC-UW21100158166/2021	1433	North_King_County	2021-10-01	delta
USA/WA-S10669/2021	1433	South_King_County	2021-07-28	delta
USA/WA-CDC-UW21081698718/2021	1433	North_King_County	2021-08-16	delta
USA/WA-UW-21072967441/2021	1433	South_King_County	2021-07-29	delta
USA/WA-CDC-UW21081783646/2021	1434	South_King_County	2021-08-17	delta
USA/WA-CDC-UW21081773914/2021	1435	South_King_County	2021-08-17	delta
USA/WA-UW-21091476236/2021	1435	North_King_County	2021-09-14	delta
USA/WA-CDC-UW21081720415/2021	1436	North_King_County	2021-08-17	delta
USA/WA-S12651/2021	1437	South_King_County	2021-09-30	delta
USA/WA-CDC-UW21092145932/2021	1437	North_King_County	2021-09-21	delta
USA/WA-CDC-UW21100294107/2021	1437	North_King_County	2021-10-02	delta
USA/WA-PHL-004658/2021	1437	South_King_County	2021-10-07	delta
USA/WA-UW-21111570148/2021	1437	South_King_County	2021-11-15	delta
USA/WA-UW-21072831007/2021	1438	North_King_County	2021-07-28	delta
USA/WA-CDC-UW21092265608/2021	1439	North_King_County	2021-09-22	delta
USA/WA-PHL-004645/2021	1440	North_King_County	2021-10-06	delta
USA/WA-CDC-UW21081780136/2021	1441	North_King_County	2021-08-17	delta
USA/WA-CDC-UW21090712812/2021	1442	South_King_County	2021-09-07	delta
USA/WA-CDC-UW21092134813/2021	1442	South_King_County	2021-09-21	delta
USA/WA-CDC-UW21100143049/2021	1443	South_King_County	2021-10-01	delta
USA/WA-S15128/2021	1444	South_King_County	2021-10-27	delta
USA/WA-CDC-UW21100277300/2021	1445	South_King_County	2021-10-02	delta
USA/WA-CDC-UW21110805298/2021	1446	South_King_County	2021-11-08	delta
USA/WA-UW-21102936175/2021	1446	North_King_County	2021-10-29	delta
USA/WA-CDC-UW22012514056/2022	1447	South_King_County	2022-01-25	delta
USA/WA-UW-21063066760/2021	1448	South_King_County	2021-06-30	delta
USA/WA-CDC-UW21112674759/2021	1448	South_King_County	2021-11-26	delta
USA/WA-CDC-UW21120380267/2021	1448	North_King_County	2021-12-03	delta
USA/WA-CDC-UW21111932837/2021	1448	South_King_County	2021-11-19	delta
USA/WA-CDC-UW21112288550/2021	1448	South_King_County	2021-11-22	delta
USA/WA-CDC-LC0446894/2021	1448	South_King_County	2021-12-20	delta
USA/WA-S13092/2021	1448	South_King_County	2021-08-19	delta
USA/WA-CDC-UW21062124216/2021	1449	North_King_County	2021-06-21	delta
USA/WA-UW-21080244549/2021	1450	South_King_County	2021-08-02	delta
USA/WA-PHL-001175/2021	1451	North_King_County	2021-07-07	delta
USA/WA-UW-21082187160/2021	1452	North_King_County	2021-08-21	delta
USA/WA-S11848/2021	1453	North_King_County	2021-08-07	delta
USA/WA-UW-21080238461/2021	1454	North_King_County	2021-08-02	delta
USA/WA-UW-21090271046/2021	1454	South_King_County	2021-09-02	delta
USA/WA-UW-21072328395/2021	1454	North_King_County	2021-07-23	delta
USA/WA-UW-21072340424/2021	1454	North_King_County	2021-07-23	delta
USA/WA-CDC-UW21120267220/2021	1454	North_King_County	2021-12-02	delta
USA/WA-UW-21091362066/2021	1454	South_King_County	2021-09-13	delta
USA/WA-UW-21073198084/2021	1454	North_King_County	2021-07-31	delta
USA/WA-UW-21071904072/2021	1454	North_King_County	2021-07-19	delta
USA/WA-S16268/2022	1455	North_King_County	2022-01-02	delta
USA/WA-CDC-LC0213594/2021	1456	South_King_County	2021-08-06	delta
USA/WA-UW-21091328063/2021	1457	North_King_County	2021-09-13	delta
USA/WA-UW-21072202674/2021	1458	North_King_County	2021-07-22	delta
USA/WA-UW-21072435741/2021	1458	North_King_County	2021-07-24	delta
USA/WA-CDC-UW21120176021/2021	1459	North_King_County	2021-12-01	delta
USA/WA-CDC-UW21112034494/2021	1460	North_King_County	2021-11-20	delta
USA/WA-S15645/2021	1460	North_King_County	2021-11-22	delta
USA/WA-UW-21102131100/2021	1461	North_King_County	2021-10-21	delta
USA/WA-UW-21112382882/2021	1462	North_King_County	2021-11-23	delta
USA/WA-CDC-UW21121117164/2021	1464	North_King_County	2021-12-11	delta
USA/WA-CDC-UW21120255706/2021	1465	North_King_County	2021-12-02	delta
USA/WA-CDC-UW21110241460/2021	1466	North_King_County	2021-11-02	delta
USA/WA-CDC-UW21111029219/2021	1466	North_King_County	2021-11-10	delta
USA/WA-CDC-UW21111044865/2021	1466	North_King_County	2021-11-10	delta
USA/WA-CDC-UW21112036407/2021	1466	North_King_County	2021-11-20	delta
USA/WA-CDC-UW21111015142/2021	1466	North_King_County	2021-11-10	delta
USA/WA-CDC-UW21111347818/2021	1467	South_King_County	2021-11-13	delta
USA/WA-PHL-005673/2021	1468	South_King_County	2021-10-25	delta
USA/WA-CDC-LC0376408/2021	1469	South_King_County	2021-11-10	delta
USA/WA-CDC-UW21120474342/2021	1470	North_King_County	2021-12-04	delta
USA/WA-CDC-UW21082559237/2021	1471	North_King_County	2021-08-25	delta
USA/WA-CDC-LC0305000/2021	1472	North_King_County	2021-09-20	delta
USA/WA-UW-21081117771/2021	1473	North_King_County	2021-08-11	delta
USA/WA-CDC-UW21110268891/2021	1474	North_King_County	2021-11-02	delta
USA/WA-CDC-UW21080356463/2021	1475	South_King_County	2021-08-03	delta
USA/WA-CDC-UW21111330959/2021	1476	South_King_County	2021-11-13	delta
USA/WA-CDC-UW21090256088/2021	1477	South_King_County	2021-09-02	delta
USA/WA-UW-21102934276/2021	1478	South_King_County	2021-10-29	delta
USA/WA-CDC-UW21081980996/2021	1479	South_King_County	2021-08-19	delta
USA/WA-UW-21081219438/2021	1480	North_King_County	2021-08-12	delta
USA/WA-UW-21092968665/2021	1481	South_King_County	2021-09-29	delta
USA/WA-CDC-UW21101474015/2021	1482	South_King_County	2021-10-14	delta
USA/WA-CDC-UW21101407592/2021	1483	South_King_County	2021-10-14	delta
USA/WA-S13238/2021	1484	North_King_County	2021-10-06	delta
USA/WA-CDC-LC0415690/2021	1485	North_King_County	2021-12-01	delta
USA/WA-CDC-UW21121474323/2021	1485	North_King_County	2021-12-14	delta
USA/WA-UW-21120331015/2021	1485	South_King_County	2021-12-03	delta
USA/WA-UW-21111805224/2021	1485	South_King_County	2021-11-18	delta
USA/WA-S15798/2021	1486	South_King_County	2021-12-10	delta
USA/WA-CDC-UW21120178196/2021	1488	North_King_County	2021-12-01	delta
USA/WA-CDC-UW21113097589/2021	1488	North_King_County	2021-11-30	delta
USA/WA-UW-21112407964/2021	1488	North_King_County	2021-11-24	delta
USA/WA-UW-21111845016/2021	1488	North_King_County	2021-11-18	delta
USA/WA-CDC-UW21120337384/2021	1488	North_King_County	2021-12-03	delta
USA/WA-CDC-UW21121613294/2021	1488	North_King_County	2021-12-16	delta
USA/WA-CDC-UW22010276131/2022	1489	North_King_County	2022-01-02	delta
USA/WA-CDC-UW21082686357/2021	1490	North_King_County	2021-08-26	delta
USA/WA-CDC-UW21082892710/2021	1490	South_King_County	2021-08-28	delta
USA/WA-CDC-UW21102535307/2021	1490	North_King_County	2021-10-25	delta
USA/WA-CDC-UW21090781619/2021	1490	South_King_County	2021-09-07	delta
USA/WA-S12848/2021	1490	South_King_County	2021-09-09	delta
USA/WA-S12850/2021	1490	South_King_County	2021-09-09	delta
USA/WA-S14588/2021	1490	South_King_County	2021-09-27	delta
USA/WA-CDC-UW21102581674/2021	1490	South_King_County	2021-10-25	delta
USA/WA-CDC-UW21102393924/2021	1490	South_King_County	2021-10-23	delta
USA/WA-CDC-UW21120223904/2021	1491	South_King_County	2021-12-02	delta
USA/WA-PHL-007096/2021	1492	South_King_County	2021-11-13	delta
USA/WA-UW-21111516109/2021	1492	North_King_County	2021-11-15	delta
USA/WA-UW-21112377166/2021	1492	North_King_County	2021-11-23	delta
USA/WA-CDC-UW21120359425/2021	1493	South_King_County	2021-12-03	delta
USA/WA-PHL-006574/2021	1494	South_King_County	2021-11-06	delta
USA/WA-CDC-UW21112913241/2021	1495	North_King_County	2021-11-29	delta
USA/WA-CDC-UW21101131334/2021	1496	South_King_County	2021-10-11	delta
USA/WA-CDC-UW21110881708/2021	1497	North_King_County	2021-11-08	delta
USA/WA-CDC-LC0452604/2021	1498	South_King_County	2021-12-29	delta
USA/WA-CDC-LC0127275/2021	1499	North_King_County	2021-07-23	delta
USA/WA-UW-21072815877/2021	1500	South_King_County	2021-07-28	delta
USA/WA-S12494/2021	1501	South_King_County	2021-08-18	delta
USA/WA-CDC-LC0281211/2021	1501	North_King_County	2021-09-02	delta
USA/WA-S15466/2021	1502	North_King_County	2021-10-06	delta
USA/WA-CDC-UW21081643678/2021	1502	South_King_County	2021-08-16	delta
USA/WA-CDC-UW21081975354/2021	1502	South_King_County	2021-08-19	delta
USA/WA-CDC-UW21082677956/2021	1502	South_King_County	2021-08-26	delta
USA/WA-S10074/2021	1503	South_King_County	2021-07-27	delta
USA/WA-CDC-ASC210529056/2021	1504	North_King_County	2021-12-02	delta
USA/WA-UW-21081663529/2021	1505	South_King_County	2021-08-16	delta
USA/WA-UW-21072978544/2021	1506	North_King_County	2021-07-29	delta
USA/WA-S10622/2021	1507	North_King_County	2021-07-13	delta
USA/WA-UW-21072662678/2021	1508	North_King_County	2021-07-26	delta
USA/WA-UW-21081221828/2021	1509	South_King_County	2021-08-12	delta
USA/WA-CDC-UW21113064178/2021	1510	North_King_County	2021-11-30	delta
USA/WA-UW-21111669848/2021	1510	North_King_County	2021-11-16	delta
USA/WA-CDC-UW21073028907/2021	1511	South_King_County	2021-07-30	delta
USA/WA-CDC-LC0223047/2021	1512	North_King_County	2021-08-18	delta
USA/WA-CDC-UW21082399439/2021	1513	North_King_County	2021-08-23	delta
USA/WA-CDC-UW21090243188/2021	1514	North_King_County	2021-09-02	delta
USA/WA-CDC-UW21082660659/2021	1514	North_King_County	2021-08-26	delta
USA/WA-CDC-UW21081737585/2021	1515	North_King_County	2021-08-17	delta
USA/WA-UW-21081601273/2021	1516	North_King_County	2021-08-16	delta
USA/WA-UW-21111854921/2021	1517	North_King_County	2021-11-18	delta
USA/WA-PHL-007650/2021	1518	South_King_County	2021-11-29	delta
USA/WA-CDC-UW21072151729/2021	1519	North_King_County	2021-07-21	delta
USA/WA-CDC-UW21072071076/2021	1520	North_King_County	2021-07-20	delta
USA/WA-S10043/2021	1521	South_King_County	2021-07-24	delta
USA/WA-UW-21072726734/2021	1522	North_King_County	2021-07-27	delta
USA/WA-CDC-UW21092060158/2021	1523	North_King_County	2021-09-20	delta
USA/WA-CDC-UW21081935943/2021	1524	North_King_County	2021-08-19	delta
USA/WA-S12641/2021	1525	North_King_County	2021-09-30	delta
USA/WA-PHL-005476/2021	1525	South_King_County	2021-10-18	delta
USA/WA-PHL-010995/2022	1526	South_King_County	2022-01-11	delta
USA/WA-S15680/2021	1527	North_King_County	2021-12-08	delta
USA/WA-S17865/2021	1528	North_King_County	2021-12-20	delta
USA/WA-CDC-UW21121320187/2021	1529	North_King_County	2021-12-13	delta
USA/WA-CDC-UW21121378805/2021	1530	North_King_County	2021-12-13	delta
USA/WA-UW-21121098824/2021	1530	North_King_County	2021-12-10	delta
USA/WA-CDC-UW21121202978/2021	1531	South_King_County	2021-12-12	delta
USA/WA-UW-21072621036/2021	1532	South_King_County	2021-07-26	delta
USA/WA-CDC-UW21120684066/2021	1533	North_King_County	2021-12-06	delta
USA/WA-CDC-UW21111521578/2021	1534	South_King_County	2021-11-15	delta
USA/WA-S15448/2021	1535	North_King_County	2021-09-30	delta
USA/WA-UW-21102137669/2021	1536	South_King_County	2021-10-21	delta
USA/WA-UW-21102825228/2021	1537	North_King_County	2021-10-28	delta
USA/WA-CDC-UW21092582642/2021	1538	North_King_County	2021-09-25	delta
USA/WA-S16311/2022	1539	North_King_County	2022-01-03	delta
USA/WA-CDC-UW21120200090/2021	1540	North_King_County	2021-12-02	delta
USA/WA-CDC-LC0337096/2021	1541	South_King_County	2021-10-14	delta
USA/WA-CDC-UW21101495142/2021	1542	South_King_County	2021-10-14	delta
USA/WA-CDC-UW21121307089/2021	1542	North_King_County	2021-12-13	delta
USA/WA-CDC-UW21121800562/2021	1542	North_King_County	2021-12-18	delta
USA/WA-CDC-UW21121068798/2021	1542	North_King_County	2021-12-10	delta
USA/WA-CDC-UW21113080506/2021	1542	South_King_County	2021-11-30	delta
USA/WA-CDC-UW21121098897/2021	1542	North_King_County	2021-12-10	delta
USA/WA-CDC-UW21082506474/2021	1543	North_King_County	2021-08-25	delta
USA/WA-CDC-UW21111548479/2021	1544	North_King_County	2021-11-15	delta
USA/WA-UW-21111642729/2021	1544	North_King_County	2021-11-16	delta
USA/WA-CDC-UW21102311490/2021	1545	North_King_County	2021-10-23	delta
USA/WA-PHL-005015/2021	1546	South_King_County	2021-10-04	delta
USA/WA-PHL-007966/2021	1547	South_King_County	2021-12-03	delta
USA/WA-CDC-UW21121060451/2021	1548	South_King_County	2021-12-10	delta
USA/WA-UW-21063045740/2021	1549	South_King_County	2021-06-30	delta
USA/WA-CDC-UW21071024649/2021	1549	South_King_County	2021-07-10	delta
USA/WA-CDC-UW21062314763/2021	1550	South_King_County	2021-06-23	delta
USA/WA-CDC-LC0252400/2021	1551	South_King_County	2021-08-20	delta
USA/WA-CDC-UW21091031890/2021	1552	South_King_County	2021-09-10	delta
USA/WA-CDC-UW21111128828/2021	1553	North_King_County	2021-11-11	delta
USA/WA-CDC-UW21112906803/2021	1554	North_King_County	2021-11-29	delta
USA/WA-UW-21080280402/2021	1555	South_King_County	2021-08-02	delta
USA/WA-CDC-UW21102310778/2021	1556	North_King_County	2021-10-23	delta
USA/WA-CDC-LC0322742/2021	1557	North_King_County	2021-10-01	delta
USA/WA-CDC-UW21073196067/2021	1557	North_King_County	2021-07-31	delta
USA/WA-CDC-UW21073057460/2021	1557	North_King_County	2021-07-30	delta
USA/WA-CDC-LC0072886/2021	1558	South_King_County	2021-06-09	delta
USA/WA-Altius-ALTCOV-VLA73NEZRZ77FBWE/2021	1558	South_King_County	2021-05-26	delta
USA/WA-CDC-UW21052472311/2021	1559	South_King_County	2021-05-24	delta
USA/WA-CDC-UW21071931299/2021	1559	North_King_County	2021-07-19	delta
