	strain	Puma	COUNTY
13279	USA/WA-CDC-UW21122957040/2021		King
13280	USA/WA-Altius-ALTCOV-XPTPFBCJPNNQA6DR/2021		King
13281	USA/WA-UW-21042413105/2021		King
13282	USA/WA-UW-21042029248/2021		King
13283	USA/WA-CDC-UW21092113170/2021		King
13284	USA/WA-UW-22011079358/2022		King
13285	USA/WA-CDC-UW22010843196/2022		King
13286	USA/WA-UW-22011050411/2022		King
13287	USA/WA-CDC-UW22011014285/2022		King
13288	USA/WA-S17844/2021		King
13289	USA/WA-CDC-UW22011042078/2022		King
13290	USA/WA-CDC-UW21110809042/2021		King
13291	USA/WA-CDC-LC0384709/2021		King
13292	USA/WA-S3802/2020		King
13293	USA/WA-PHL-000979/2021		King
13294	USA/WA-S5571/2021		King
13295	USA/WA-UW-66250/2021		King
13296	USA/WA-CDC-UW21081758351/2021		King
13297	USA/WA-S12264/2021		King
13298	USA/WA-CDC-UW21073084694/2021		King
13299	USA/WA-CDC-UW21051948359/2021		King
13300	USA/WA-CDC-UW21101475162/2021		King
13302	USA/WA-S11832/2021		King
13303	USA/WA-UW-21051470679/2021		King
13304	USA/WA-UW-21080266573/2021		King
13305	USA/WA-UW-69240/2021		King
13306	USA/WA-UW-2021041290856/2021		King
13307	USA/WA-UW-2021040204413/2021		King
13308	USA/WA-S8142/2021		King
13309	USA/WA-UW-2021040680839/2021		King
13310	USA/WA-CDC-UW21082864076/2021		King
13311	USA/WA-Altius-ALTCOV-UWZFVU7NPMQXEZR3/2021		King
13312	USA/WA-CDC-UW22011233625/2022		King
13313	USA/WA-UW-68447/2021		King
13314	USA/WA-CDC-UW21082673104/2021		King
13315	USA/WA-Altius-ALTCOV-XU7YD3SND4ZOXNTT/2021		King
13316	USA/WA-Altius-ALTCOV-4YJFZIIRXHLFPBQU/2021		King
13317	USA/WA-CDC-UW21052462622/2021		King
13318	USA/WA-S8631/2021		King
13319	USA/WA-CDC-UW21052100407/2021		King
13321	USA/WA-CDC-UW21052640373/2021		King
13322	USA/WA-S8866/2021		King
13323	USA/WA-UW-21052741599/2021		King
13324	USA/WA-Altius-ALTCOV-RHA77BE6QEGAZBV5/2021		King
13325	USA/WA-CDC-UW21051917211/2021		King
13326	USA/WA-S9148/2021		King
13327	USA/WA-CDC-UW21052646887/2021		King
13328	USA/WA-S8448/2021		King
13329	USA/WA-Altius-ALTCOV-ZQQLYZE6PDLIRFR6/2021		King
13330	USA/WA-UW-21051664848/2021		King
13331	USA/WA-S8646/2021		King
13332	USA/WA-S2717/2020		King
13333	USA/WA-CDC-UW21051076309/2021		King
13334	USA/WA-Altius-ALTCOV-LPU7FIQEGFDYM7GJ/2021		King
13335	USA/WA-UW-21051055525/2021		King
13336	USA/WA-UW-21050834429/2021		King
13337	USA/WA-S8823/2021		King
13338	USA/WA-UW-21050717955/2021		King
13339	USA/WA-CDC-UW21090296969/2021		King
13340	USA/WA-CDC-UW21051090125/2021		King
13341	USA/WA-S6871/2021		King
13342	USA/WA-UW-2021040108209/2021		King
13343	USA/WA-UW-2021040728663/2021		King
13344	USA/WA-S2824/2020		King
13345	USA/WA-UW-2021040104311/2021		King
13346	USA/WA-PHL-011954/2022		King
13348	USA/WA-UW-21090294057/2021		King
13349	USA/WA-S8795/2021		King
13351	USA/WA-UW-4690/2020		King
13353	USA/WA-S3444/2020		King
13354	USA/WA-CDC-UW21080937405/2021		King
13355	USA/WA-UW-21072459329/2021		King
13356	USA/WA-UW-26847/2020		King
13357	USA/WA-CDC-UW21071518160/2021		King
13358	USA/WA-UW-65428/2021		King
13359	USA/WA-S5109/2021		King
13360	USA/WA-S4543/2021		King
13361	USA/WA-UW-61183/2021		King
13362	USA/WA-S4962/2021		King
13363	USA/WA-S4935/2021		King
13364	USA/WA-S3553/2021		King
13365	USA/WA-UW-58997/2021		King
13366	USA/WA-S4178/2021		King
13367	USA/WA-S4414/2021		King
13368	USA/WA-S3977/2021		King
13369	USA/WA-UW-22028/2020		King
13370	USA/WA-UW-2386/2020		King
13371	USA/WA-UW364/2020		King
13372	USA/WA-UW-29528/2020		King
13373	USA/WA-CDC-ASC210604570/2022		King
13374	USA/WA-UW76/2020		King
13375	USA/WA-S17770/2022		King
13376	USA/WA-UW-11324/2020		King
13377	USA/WA-UW-8698/2020		King
13378	USA/WA-S16786/2022		King
13379	USA/WA-S4673/2020		King
13380	USA/WA-PHL-006599/2021		King
13381	USA/WA-PHL-005930/2021		King
13382	USA/WA-CDC-UW21110237220/2021		King
13383	USA/WA-UW-21110280100/2021		King
13384	USA/WA-UW-21110249517/2021		King
13385	USA/WA-CDC-UW21121117755/2021		King
13386	USA/WA-CDC-UW21121144674/2021		King
13387	USA/WA-UW-21072323887/2021		King
13388	USA/WA-UW-21071387246/2021		King
13389	USA/WA-CDC-UW21121423149/2021		King
13390	USA/WA-S475/2020		King
13392	USA/WA-UW-2540/2020		King
13393	USA/WA-S3074/2020		King
13394	USA/WA-CDC-UW21120827633/2021		King
13395	USA/WA-UW-12362/2020		King
13396	USA/WA-UW-20121075720/2020		King
13397	USA/WA-UW-21072470289/2021		King
13398	USA/WA-S17842/2021		King
13399	USA/WA-UW-21102703083/2021		King
13400	USA/WA-PHL-005682/2021		King
13401	USA/WA-CDC-UW21121761830/2021		King
13402	USA/WA-PHL-009785/2021		King
13403	USA/WA-UW-21050790786/2021		King
13404	USA/WA-CDC-UW21051071874/2021		King
13406	USA/WA-S4416/2021		King
13407	USA/WA-UW-21051114755/2021		King
13408	USA/WA-CDC-UW21051187950/2021		King
13409	USA/WA-CDC-UW21051289944/2021		King
13410	USA/WA-CDC-UW21071577094/2021		King
13411	USA/WA-S5152/2021		King
13412	USA/WA-UW-10449/2020		King
13413	USA/WA-UW-26868/2020		King
13414	USA/WA-S2755/2020		King
13415	USA/WA-UW-21051445301/2021		King
13416	USA/WA-Altius-ALTCOV-J55FMMZPMWETT5X2/2021		King
13417	USA/WA-UW-21051583349/2021		King
13418	USA/WA-UW-21051584767/2021		King
13419	USA/WA-Altius-ALTCOV-BBWQNREEZZ4QFIBO/2021		King
13420	USA/WA-S8228/2021		King
13421	USA/WA-UW-21050557550/2021		King
13422	USA/WA-S7573/2021		King
13423	USA/WA-CDC-UW21050353292/2021		King
13424	USA/WA-Altius-ALTCOV-SSBQWTRTJEK3A5BQ/2021		King
13425	USA/WA-UW-21050354657/2021		King
13426	USA/WA-Altius-ALTCOV-4RCU7MOAR4EQEOUV/2021		King
13427	USA/WA-CDC-UW21050344107/2021		King
13428	USA/WA-CDC-UW21072096106/2021		King
13429	USA/WA-UW-21122187609/2021		King
13430	USA/WA-CDC-UW21090763498/2021		King
13431	USA/WA-S17335/2022		King
13432	USA/WA-S17319/2022		King
13433	USA/WA-UW-21091367131/2021		King
13434	USA/WA-CDC-UW21090723491/2021		King
13435	USA/WA-CDC-UW21091025707/2021		King
13436	USA/WA-CDC-UW21090917836/2021		King
13437	USA/WA-S13520/2021		King
13438	USA/WA-CDC-UW21090742886/2021		King
13439	USA/WA-S2840/2020		King
13440	USA/WA-Altius-ALTCOV-AKQVHB3UY3YMERSC/2021		King
13441	USA/WA-CDC-UW21090317551/2021		King
13442	USA/WA-CDC-UW22010216881/2022		King
13443	USA/WA-UW-66388/2021		King
13444	USA/WA-CDC-UW21123142064/2021		King
13445	USA/WA-CDC-UW21123127636/2021		King
13446	USA/WA-S2773/2020		King
13447	USA/WA-UW-8613/2020		King
13448	USA/WA-S690/2020		King
13449	USA/WA-S8491/2021		King
13450	USA/WA-CDC-UW21060723244/2021		King
13451	USA/WA-S17795/2022		King
13452	USA/WA-CDC-UW21080916108/2021		King
13453	USA/WA-UW-21080266859/2021		King
13454	USA/WA-UW-21080202423/2021		King
13455	USA/WA-Altius-ALTCOV-ZR4SSH3VQLHSNFAJ/2021		King
13456	USA/WA-UW-3883/2020		King
13457	USA/WA-S4432/2021		King
13458	USA/WA-CDC-LC0127275/2021		King
13459	USA/WA-Altius-ALTCOV-W7QD5WWVDDZPIFCV/2021		King
13460	USA/WA-CDC-UW21121749354/2021		King
13461	USA/WA-CDC-UW21121886938/2021		King
13462	USA/WA-PHL-009711/2021		King
13463	USA/WA-PHL-009761/2021		King
13464	USA/WA-UW-21122121174/2021		King
13465	USA/WA-CDC-UW21121890255/2021		King
13466	USA/WA-CDC-UW21123147236/2021		King
13467	USA/WA-CDC-UW21123062711/2021		King
13468	USA/WA-CDC-UW21102303266/2021		King
13469	USA/WA-CDC-UW21102281550/2021		King
13470	USA/WA-CDC-LC0452568/2021		King
13471	USA/WA-CDC-UW21122987755/2021		King
13472	USA/WA-PHL-005684/2021		King
13473	USA/WA-CDC-UW21102091551/2021		King
13474	USA/WA-S17743/2022		King
13477	USA/WA-CDC-UW21102168450/2021		King
13478	USA/WA-CDC-UW21102110384/2021		King
13479	USA/WA-CDC-UW21102046019/2021		King
13480	USA/WA-CDC-UW21101509014/2021		King
13481	USA/WA-S15097/2021		King
13482	USA/WA-S13246/2021		King
13483	USA/WA-S13243/2021		King
13484	USA/WA-CDC-UW21052243661/2021		King
13485	USA/WA-CDC-UW21050443366/2021		King
13486	USA/WA-UW-21051084089/2021		King
13487	USA/WA-Altius-ALTCOV-MISNH5XTVRUXYADN/2021		King
13488	USA/WA-UW-21050739727/2021		King
13489	USA/WA-CDC-UW21101812896/2021		King
13490	USA/WA-S16840/2022		King
13491	USA/WA-CDC-UW21100203939/2021		King
13492	USA/WA-CDC-UW22010580457/2022		King
13494	USA/WA-CDC-UW21123166595/2021		King
13495	USA/WA-UW-22011052275/2022		King
13496	USA/WA-S17611/2022		King
13497	USA/WA-CDC-UW21120212105/2021		King
13498	USA/WA-UW-21091355666/2021		King
13499	USA/WA-CDC-LC0276180/2021		King
13500	USA/WA-S16028/2021		King
13501	USA/WA-UW-21063032835/2021		King
13502	USA/WA-CDC-UW22010435182/2022		King
13503	USA/WA-UW-21050745312/2021		King
13504	USA/WA-UW-21041974717/2021		King
13505	USA/WA-S10382/2021		King
13506	USA/WA-UW-60059/2021		King
13507	USA/WA-S2783/2020		King
13508	USA/WA-Altius-ALTCOV-6PSBRBBOFTIG2QXX/2021		King
13509	USA/WA-Altius-ALTCOV-BLZ7CHIOBIPHWQV6/2021		King
13510	USA/WA-CDC-UW21070110705/2021		King
13511	USA/WA-UW-21042259693/2021		King
13512	USA/WA-S7576/2021		King
13513	USA/WA-UW-21071225326/2021		King
13514	USA/WA-CDC-UW21051776188/2021		King
13515	USA/WA-Altius-ALTCOV-6IVU2CST6SAQLDAE/2021		King
13516	USA/WA-CDC-UW21051736039/2021		King
13517	USA/WA-UW-21043028225/2021		King
13518	USA/WA-UW-21042948545/2021		King
13519	USA/WA-UW-21050372228/2021		King
13521	USA/WA-UW-21042838159/2021		King
13522	USA/WA-UW-21043028804/2021		King
13523	USA/WA-Altius-ALTCOV-YNOIICLBT5R4ESAJ/2021		King
13524	USA/WA-CDC-UW21042769157/2021		King
13525	USA/WA-Altius-ALTCOV-4ECGCKWQXETCSVG6/2021		King
13526	USA/WA-CDC-UW21050639696/2021		King
13527	USA/WA-S3236/2020		King
13528	USA/WA-UW-21111609074/2021		King
13529	USA/WA-CDC-UW21111347818/2021		King
13530	USA/WA-UW-21111655846/2021		King
13531	USA/WA-UW-21111870066/2021		King
13532	USA/WA-UW-21042870218/2021		King
13533	USA/WA-Altius-ALTCOV-XKGSQCRWFI4NTVD3/2021		King
13534	USA/WA-CDC-UW21042699678/2021		King
13535	USA/WA-UW-21050725342/2021		King
13536	USA/WA-CDC-UW21072992786/2021		King
13537	USA/WA-UW-21081797219/2021		King
13538	USA/WA-S13623/2021		King
13539	USA/WA-S13011/2021		King
13540	USA/WA-S16127/2022		King
13541	USA/WA-S16878/2022		King
13542	USA/WA-CDC-UW21050465939/2021		King
13543	USA/WA-UW-21090873499/2021		King
13544	USA/WA-CDC-UW21051931558/2021		King
13545	USA/WA-CDC-UW21051872688/2021		King
13546	USA/WA-CDC-UW21051047046/2021		King
13547	USA/WA-CDC-LC0322982/2021		King
13548	USA/WA-UW-21090226889/2021		King
13549	USA/WA-UW-6242/2020		King
13550	USA/WA-CDC-LC0322978/2021		King
13551	USA/WA-CDC-UW21100275547/2021		King
13552	USA/WA-UW-23234/2020		King
13553	USA/WA-UW-8831/2020		King
13554	USA/WA-Altius-ALTCOV-X4U5L3PXSYAEEUXP/2021		King
13555	USA/WA-UW-21041740583/2021		King
13556	USA/WA-Altius-ALTCOV-LDDKFMOMXETIJAQJ/2021		King
13557	USA/WA-Altius-ALTCOV-5QIMFQZVJS556UVP/2021		King
13559	USA/WA-Altius-ALTCOV-NSDHGZZGJ4IXTZBB/2021		King
13560	USA/WA-UW-2021041822416/2021		King
13561	USA/WA-UW-2021041777953/2021		King
13562	USA/WA-UW-21041773560/2021		King
13563	USA/WA-S18124/2022		King
13564	USA/WA-S639/2020		King
13565	USA/WA-UW27/2020		King
13566	USA/WA-S196/2020		King
13568	USA/WA-UW-22436/2020		King
13569	USA/WA-UW-2021041244547/2021		King
13570	USA/WA-S6559/2021		King
13571	USA/WA-S2761/2020		King
13572	USA/WA-Altius-ALTCOV-X5VWPRZP2NHCM5RE/2021		King
13573	USA/WA-S9464/2021		King
13574	USA/WA-Altius-ALTCOV-WKOZE2JAVO22GXSL/2021		King
13575	USA/WA-Altius-ALTCOV-BJWNLUUD2FIFEHQH/2021		King
13576	USA/WA-UW-2021041388111/2021		King
13577	USA/WA-UW-2021041325242/2021		King
13578	USA/WA-Altius-ALTCOV-KLTEKTVGUMSHBHWO/2021		King
13579	USA/WA-CDC-UW21050660566/2021		King
13580	USA/WA-UW-21050613232/2021		King
13581	USA/WA-Altius-ALTCOV-QFCZGKXUL2JYDNWV/2021		King
13582	USA/WA-CDC-LC0058725/2021		King
13583	USA/WA-UW-21042000625/2021		King
13584	USA/WA-CDC-UW21061963694/2021		King
13585	USA/WA-CDC-UW21073021548/2021		King
13586	USA/WA-UW-21071430710/2021		King
13587	USA/WA-UW-589/2020		King
13588	USA/WA-UW-21071256578/2021		King
13589	USA/WA-S5127/2021		King
13590	USA/WA-S5446/2021		King
13591	USA/WA-S8614/2021		King
13592	USA/WA-PHL-007963/2021		King
13593	USA/WA-UW-4032/2020		King
13594	USA/WA-CDC-2-4105821/2020		King
13595	USA/WA-CDC-UW21061553710/2021		King
13596	USA/WA-Altius-ALTCOV-XBSB6ZOBO5OH7HDG/2021		King
13597	USA/WA-CDC-UW21061837925/2021		King
13598	USA/WA-Altius-ALTCOV-XKFTGDQHGGRNIHUM/2021		King
13599	USA/WA-CDC-UW21071971030/2021		King
13600	USA/WA-UW-21042994216/2021		King
13601	USA/WA-S4136/2020		King
13602	USA/WA-S3895/2021		King
13603	USA/WA-UW-2021041324230/2021		King
13605	USA/WA-S6310/2021		King
13606	USA/WA-UW-69651/2021		King
13607	USA/WA-UW-69241/2021		King
13608	USA/WA-S9576/2021		King
13609	USA/WA-UW-1955/2020		King
13610	USA/WA-CDC-UW21070792777/2021		King
13611	USA/WA-CDC-UW21062445836/2021		King
13612	USA/WA-UW-21080991875/2021		King
13613	USA/WA-CDC-UW21081109332/2021		King
13614	USA/WA-CDC-UW21073007154/2021		King
13615	USA/WA-CDC-UW21073055317/2021		King
13616	USA/WA-CDC-UW21080213288/2021		King
13617	USA/WA-UW-21072943721/2021		King
13618	USA/WA-UW-5158/2020		King
13619	USA/WA-UW383/2020		King
13620	USA/WA-UW-61568/2021		King
13622	USA/WA-S212/2020		King
13624	USA/WA-UW74/2020		King
13625	USA/WA-UW281/2020		King
13626	USA/WA-S16913/2022		King
13627	USA/WA-CDC-LC0223033/2021		King
13628	USA/WA-UW-21041984366/2021		King
13629	USA/WA-UW-66895/2021		King
13630	USA/WA-UW-21042335123/2021		King
13631	USA/WA-UW-21041990912/2021		King
13632	USA/WA-Altius-ALTCOV-E7Z6A2NLOOF53OXQ/2021		King
13633	USA/WA-UW-21041932186/2021		King
13634	USA/WA-UW-21042150301/2021		King
13635	USA/WA-Altius-ALTCOV-IVEXLTYFYZN6VMTN/2021		King
13636	USA/WA-Altius-ALTCOV-IUXJM3M2WL37JPGN/2021		King
13637	USA/WA-UW-21042384823/2021		King
13638	USA/WA-CDC-UW21050160427/2021		King
13639	USA/WA-UW-21042862111/2021		King
13640	USA/WA-UW-21043053286/2021		King
13641	USA/WA-Altius-ALTCOV-RESDD2VTYUCHXBBX/2021		King
13642	USA/WA-CDC-UW21102045387/2021		King
13643	USA/WA-S2723/2020		King
13644	USA/WA-S16722/2022		King
13645	USA/WA-UW-22157/2020		King
13646	USA/WA-CDC-UW22011045304/2022		King
13647	USA/WA-UW-22011035464/2022		King
13648	USA/WA-UW-66948/2021		King
13649	USA/WA-UW-2021040204327/2021		King
13650	USA/WA-UW-2021040890600/2021		King
13651	USA/WA-CDC-UW21112363652/2021		King
13652	USA/WA-S15168/2021		King
13653	USA/WA-UW-21111892674/2021		King
13654	USA/WA-Altius-ALTCOV-D26N2ESXOH5TDNDJ/2021		King
13655	USA/WA-S13033/2021		King
13656	USA/WA-UW-21041772167/2021		King
13657	USA/WA-CDC-UW21120199367/2021		King
13658	USA/WA-S4830/2021		King
13659	USA/WA-S5640/2021		King
13660	USA/WA-CDC-UW21070623660/2021		King
13661	USA/WA-UW-2021041370801/2021		King
13662	USA/WA-CDC-LC0205187/2021		King
13663	USA/WA-CDC-UW21073149363/2021		King
13664	USA/WA-Altius-ALTCOV-5OOTSAZHNCZ2EEVJ/2021		King
13665	USA/WA-UW-21080769522/2021		King
13666	USA/WA-UW-21081756191/2021		King
13667	USA/WA-CDC-UW21082670653/2021		King
13668	USA/WA-S12105/2021		King
13669	USA/WA-UW-21042126669/2021		King
13670	USA/WA-CDC-UW21122821688/2021		King
13671	USA/WA-CDC-UW22010894680/2022		King
13672	USA/WA-Altius-ALTCOV-3OHVIN3XXFJESISV/2021		King
13673	USA/WA-Altius-ALTCOV-DVDPU3PWMQTV5GAI/2021		King
13674	USA/WA-UW-65746/2021		King
13675	USA/WA-UW-21111642729/2021		King
13676	USA/WA-UW-21092844821/2021		King
13677	USA/WA-CDC-UW21100106676/2021		King
13678	USA/WA-CDC-UW21093017349/2021		King
13679	USA/WA-S13073/2021		King
13680	USA/WA-S12921/2021		King
13681	USA/WA-S12578/2021		King
13682	USA/WA-UW-21081662644/2021		King
13683	USA/WA-UW-21081740099/2021		King
13684	USA/WA-UW-65632/2021		King
13685	USA/WA-S3830/2020		King
13686	USA/WA-UW-21071889848/2021		King
13687	USA/WA-CDC-UW21071471018/2021		King
13688	USA/WA-S5417/2021		King
13689	USA/WA-CDC-UW21071004388/2021		King
13690	USA/WA-CDC-UW21102307087/2021		King
13691	USA/WA-UW-21041519727/2021		King
13692	USA/WA-UW-21041777818/2021		King
13693	USA/WA-PHL-005465/2021		King
13694	USA/WA-S4148/2020		King
13695	USA/WA-S9324/2021		King
13696	USA/WA-Altius-ALTCOV-DHZ4KEAZNMHGS2RK/2021		King
13698	USA/WA-UW-27501/2020		King
13699	USA/WA-S2897/2020		King
13700	USA/WA-CDC-UW21122945493/2021		King
13701	USA/WA-CDC-UW21123132446/2021		King
13702	USA/WA-S16510/2021		King
13703	USA/WA-CDC-UW21122056595/2021		King
13704	USA/WA-UW-21042532564/2021		King
13705	USA/WA-UW-21042869601/2021		King
13706	USA/WA-UW-21042917219/2021		King
13707	USA/WA-CDC-UW21121096008/2021		King
13708	USA/WA-UW-21121027830/2021		King
13709	USA/WA-UW-21121487906/2021		King
13710	USA/WA-CDC-LC0436975/2021		King
13711	USA/WA-CDC-UW21121140880/2021		King
13712	USA/WA-UW-21042952160/2021		King
13713	USA/WA-CDC-UW21073031363/2021		King
13714	USA/WA-UW-21042287297/2021		King
13715	USA/WA-UW-21042879213/2021		King
13716	USA/WA-UW-21042050579/2021		King
13717	USA/WA-Altius-ALTCOV-SB3SUBVMOOCRLLFU/2021		King
13718	USA/WA-CDC-UW21062152647/2021		King
13719	USA/WA-UW-21043029643/2021		King
13720	USA/WA-UW-21043066329/2021		King
13721	USA/WA-UW-2021041473580/2021		King
13722	USA/WA-S6997/2021		King
13723	USA/WA-Altius-ALTCOV-JMF4FPZJZD4FPUR5/2021		King
13724	USA/WA-S612/2020		King
13725	USA/WA-S6910/2021		King
13726	USA/WA-S13063/2021		King
13727	USA/WA-UW-2021040201824/2021		King
13728	USA/WA-UW-2021040303439/2021		King
13729	USA/WA-S6883/2021		King
13730	USA/WA-UW-2021040586568/2021		King
13731	USA/WA-UW-2021040825683/2021		King
13732	USA/WA-UW-2021040538556/2021		King
13733	USA/WA-UW-2021040954472/2021		King
13734	USA/WA-UW-2021040502502/2021		King
13735	USA/WA-S6522/2021		King
13736	USA/WA-UW-2021040564548/2021		King
13737	USA/WA-UW-2021040308606/2021		King
13738	USA/WA-S6511/2021		King
13739	USA/WA-UW-2021040604196/2021		King
13740	USA/WA-UW-68668/2021		King
13741	USA/WA-UW-2021032909521/2021		King
13742	USA/WA-UW-2021033004312/2021		King
13743	USA/WA-S5949/2021		King
13744	USA/WA-UW-68658/2021		King
13745	USA/WA-UW-68676/2021		King
13746	USA/WA-UW-69301/2021		King
13747	USA/WA-UW-2021032905383/2021		King
13748	USA/WA-S6341/2021		King
13749	USA/WA-UW-2021040109455/2021		King
13750	USA/WA-UW-63342/2021		King
13751	USA/WA-UW-2021040103374/2021		King
13752	USA/WA-UW-2021033105059/2021		King
13753	USA/WA-UW-9210/2020		King
13754	USA/WA-CDC-UW22011229200/2022		King
13755	USA/WA-UW-67534/2021		King
13756	USA/WA-UW-2021041255890/2021		King
13757	USA/WA-UW-2021040506013/2021		King
13758	USA/WA-UW-2021040307698/2021		King
13759	USA/WA-UW-2021041346362/2021		King
13760	USA/WA-UW-2021033100144/2021		King
13761	USA/WA-UW-46265/2020		King
13762	USA/WA-CDC-UW21071056831/2021		King
13763	USA/WA-S5014/2020		King
13764	USA/WA-UW-21042084333/2021		King
13765	USA/WA-Altius-ALTCOV-IIFA5NM2VECN4RUH/2021		King
13766	USA/WA-AG-10093595/2021		King
13767	USA/WA-UW-21041933822/2021		King
13768	USA/WA-CDC-UW21042131843/2021		King
13769	USA/WA-CDC-UW21061882200/2021		King
13770	USA/WA-CDC-UW21120823765/2021		King
13771	USA/WA-PHL-008647/2021		King
13772	USA/WA-UW-21091392588/2021		King
13773	USA/WA-UW-21122478960/2021		King
13774	USA/WA-CDC-LC0445562/2021		King
13775	USA/WA-S4382/2021		King
13776	USA/WA-UW-68465/2021		King
13777	USA/WA-UW-67944/2021		King
13778	USA/WA-UW-66892/2021		King
13779	USA/WA-S5977/2021		King
13780	USA/WA-UW-66494/2021		King
13781	USA/WA-UW-68505/2021		King
13782	USA/WA-S5910/2021		King
13783	USA/WA-UW-68570/2021		King
13784	USA/WA-S6324/2021		King
13785	USA/WA-UW-58966/2021		King
13786	USA/WA-CDC-UW21121117033/2021		King
13787	USA/WA-S5412/2021		King
13788	USA/WA-CDC-UW21121097230/2021		King
13789	USA/WA-CDC-UW21121055795/2021		King
13790	USA/WA-ALTCOV-NA2DT6HYXALBC2SA/2021		King
13791	USA/WA-CDC-UW21120731005/2021		King
13792	USA/WA-CDC-UW21121028800/2021		King
13793	USA/WA-UW-21071900889/2021		King
13794	USA/WA-CDC-UW21120238031/2021		King
13795	USA/WA-S10351/2021		King
13796	USA/WA-UW-67466/2021		King
13797	USA/WA-S5793/2021		King
13798	USA/WA-UW-21120369951/2021		King
13799	USA/WA-S10348/2021		King
13800	USA/WA-S5649/2021		King
13801	USA/WA-UW-66011/2021		King
13802	USA/WA-S5513/2021		King
13803	USA/WA-S5512/2021		King
13804	USA/WA-UW-61816/2021		King
13805	USA/WA-CDC-LC0437466/2021		King
13806	USA/WA-S4968/2021		King
13807	USA/WA-UW-21072403880/2021		King
13808	USA/WA-PHL-008024/2021		King
13809	USA/WA-CDC-UW21120459759/2021		King
13810	USA/WA-UW-21120369240/2021		King
13811	USA/WA-UW-21120115026/2021		King
13812	USA/WA-UW-21072493253/2021		King
13813	USA/WA-UW-65881/2021		King
13814	USA/WA-UW-65376/2021		King
13815	USA/WA-S16649/2022		King
13816	USA/WA-S16583/2022		King
13817	USA/WA-CDC-UW22010572746/2022		King
13818	USA/WA-CDC-UW22010513389/2022		King
13819	USA/WA-CDC-LC0468218/2022		King
13820	USA/WA-CDC-UW21122424357/2021		King
13821	USA/WA-UW-21072088012/2021		King
13822	USA/WA-CDC-UW21071994085/2021		King
13823	USA/WA-S15897/2021		King
13824	USA/WA-S16832/2022		King
13825	USA/WA-UW-21122168968/2021		King
13826	USA/WA-UW-45088/2020		King
13827	USA/WA-S10324/2021		King
13828	USA/WA-CDC-UW22010760028/2022		King
13829	USA/WA-CDC-UW21111098854/2021		King
13830	USA/WA-CDC-UW21111377139/2021		King
13831	USA/WA-S17318/2022		King
13832	USA/WA-S15794/2021		King
13833	USA/WA-CDC-UW21121968781/2021		King
13834	USA/WA-CDC-UW21082543785/2021		King
13835	USA/WA-CDC-UW21070779394/2021		King
13836	USA/WA-UW-21072632476/2021		King
13837	USA/WA-CDC-LC0387340/2021		King
13838	USA/WA-CDC-UW21082756686/2021		King
13839	USA/WA-CDC-UW21111362354/2021		King
13840	USA/WA-CDC-UW21082796157/2021		King
13841	USA/WA-PHL-007126/2021		King
13842	USA/WA-CDC-UW21112319721/2021		King
13843	USA/WA-AG-10096118/2021		King
13845	USA/WA-S16082/2022		King
13846	USA/WA-CDC-UW22010604255/2022		King
13847	USA/WA-CDC-UW21081383246/2021		King
13848	USA/WA-S16924/2022		King
13849	USA/WA-UW-12831/2020		King
13850	USA/WA-S464/2020		King
13851	USA/WA-UW-21041919077/2021		King
13852	USA/WA-S4693/2020		King
13854	USA/WA-CDC-UW21110297773/2021		King
13855	USA/WA-S855/2020		King
13856	USA/WA-CDC-UW22011095662/2022		King
13857	USA/WA-Altius-ALTCOV-KBJ7OYSI2DUJ5OTL/2021		King
13858	USA/WA-CDC-UW22010704697/2022		King
13859	USA/WA-CDC-UW22011095917/2022		King
13860	USA/WA-CDC-UW22010785606/2022		King
13861	USA/WA-UW-21041431277/2021		King
13862	USA/WA-UW-2021041497784/2021		King
13863	USA/WA-PHL-005925/2021		King
13864	USA/WA-CDC-UW21110875911/2021		King
13865	USA/WA-S5020/2020		King
13866	USA/WA-CDC-UW21110167987/2021		King
13867	USA/WA-CDC-UW21111996549/2021		King
13868	USA/WA-Altius-ALTCOV-JGXSRHYJFK4YMSX3/2021		King
13869	USA/WA-Altius-ALTCOV-JWRZPHJGIGFGHABS/2021		King
13870	USA/WA-CDC-UW21050376712/2021		King
13871	USA/WA-UW-21050274272/2021		King
