	strain	Puma	COUNTY
23156	USA/WA-UW-21072340424/2021		King
23157	USA/WA-UW-21072370778/2021		King
23158	USA/WA-UW-21100696133/2021		King
23159	USA/WA-UW-21072379441/2021		King
23160	USA/WA-UW-21072379046/2021		King
23161	USA/WA-UW-21072662678/2021		King
23162	USA/WA-S17323/2022		King
23164	USA/WA-UW-21072604113/2021		King
23165	USA/WA-UW-21072657828/2021		King
23166	USA/WA-UW-21072416525/2021		King
23167	USA/WA-CDC-UW21072608445/2021		King
23168	USA/WA-UW-21072414448/2021		King
23169	USA/WA-UW-21072495007/2021		King
23170	USA/WA-S10644/2021		King
23171	USA/WA-UW-21072448395/2021		King
23172	USA/WA-UW-21072637622/2021		King
23173	USA/WA-UW-21072620018/2021		King
23174	USA/WA-UW-21072611482/2021		King
23175	USA/WA-UW-21072483791/2021		King
23176	USA/WA-UW-21072454350/2021		King
23177	USA/WA-UW-21072492326/2021		King
23178	USA/WA-UW-21072455433/2021		King
23179	USA/WA-UW-21072600451/2021		King
23180	USA/WA-UW-21072486201/2021		King
23181	USA/WA-UW-21072677576/2021		King
23182	USA/WA-UW-21072409541/2021		King
23183	USA/WA-UW-21072483712/2021		King
23184	USA/WA-UW-21072670557/2021		King
23185	USA/WA-UW-21072494275/2021		King
23186	USA/WA-UW-21072493977/2021		King
23187	USA/WA-UW-21072792218/2021		King
23188	USA/WA-UW-21072637829/2021		King
23189	USA/WA-UW-21072628421/2021		King
23190	USA/WA-UW-21072608402/2021		King
23191	USA/WA-UW-21072655023/2021		King
23192	USA/WA-UW-21072607844/2021		King
23193	USA/WA-UW-21072626313/2021		King
23194	USA/WA-UW-21072673016/2021		King
23195	USA/WA-UW-21072637998/2021		King
23196	USA/WA-UW-21072725490/2021		King
23197	USA/WA-UW-21072662234/2021		King
23198	USA/WA-UW-21072634870/2021		King
23199	USA/WA-UW-21072677458/2021		King
23200	USA/WA-UW-21072762132/2021		King
23201	USA/WA-UW-21072761577/2021		King
23202	USA/WA-CDC-UW21073089893/2021		King
23203	USA/WA-UW-21072852645/2021		King
23204	USA/WA-UW-21072700538/2021		King
23205	USA/WA-UW-21072716906/2021		King
23206	USA/WA-S10067/2021		King
23207	USA/WA-UW-21072727440/2021		King
23208	USA/WA-UW-21072723227/2021		King
23209	USA/WA-S10072/2021		King
23210	USA/WA-UW-21072740853/2021		King
23211	USA/WA-UW-21072813120/2021		King
23212	USA/WA-S10065/2021		King
23213	USA/WA-UW-21072802527/2021		King
23214	USA/WA-UW-21072814954/2021		King
23215	USA/WA-CDC-LC0183382/2021		King
23216	USA/WA-UW-21072824407/2021		King
23217	USA/WA-UW-21072968267/2021		King
23218	USA/WA-UW-21072846531/2021		King
23219	USA/WA-UW-21072875310/2021		King
23220	USA/WA-UW-21072949242/2021		King
23221	USA/WA-UW-21072802522/2021		King
23222	USA/WA-UW-21072914537/2021		King
23223	USA/WA-UW-21072811184/2021		King
23224	USA/WA-UW-21072824782/2021		King
23225	USA/WA-PHL-001175/2021		King
23226	USA/WA-CDC-UW21090879658/2021		King
23227	USA/WA-S6342/2021		King
23228	USA/WA-UW-21072393245/2021		King
23229	USA/WA-S11148/2021		King
23230	USA/WA-CDC-UW21051225089/2021		King
23231	USA/WA-CDC-UW21072118263/2021		King
23232	USA/WA-UW-21071327349/2021		King
23233	USA/WA-CDC-UW21072170570/2021		King
23234	USA/WA-CDC-UW21072986530/2021		King
23235	USA/WA-UW-21072975783/2021		King
23236	USA/WA-CDC-UW21071577997/2021		King
23237	USA/WA-S10312/2021		King
23238	USA/WA-CDC-UW21071649618/2021		King
23239	USA/WA-CDC-UW21071566459/2021		King
23240	USA/WA-CDC-UW21121500453/2021		King
23241	USA/WA-CDC-UW21102242652/2021		King
23242	USA/WA-CDC-UW21121401260/2021		King
23243	USA/WA-CDC-UW21121414851/2021		King
23244	USA/WA-UW-21092247621/2021		King
23245	USA/WA-CDC-UW21121346775/2021		King
23246	USA/WA-CDC-UW21121587343/2021		King
23247	USA/WA-CDC-UW21121344360/2021		King
23248	USA/WA-UW-21091752619/2021		King
23249	USA/WA-CDC-UW21121395678/2021		King
23250	USA/WA-CDC-UW21121490176/2021		King
23251	USA/WA-UW-21100811866/2021		King
23252	USA/WA-CDC-UW21102234406/2021		King
23253	USA/WA-CDC-UW21121529517/2021		King
23254	USA/WA-CDC-UW21121655436/2021		King
23255	USA/WA-CDC-UW21121559388/2021		King
23256	USA/WA-CDC-UW21102215736/2021		King
23257	USA/WA-CDC-UW21121306009/2021		King
23258	USA/WA-CDC-UW21121338494/2021		King
23259	USA/WA-CDC-UW21121594173/2021		King
23260	USA/WA-CDC-UW21121019972/2021		King
23261	USA/WA-CDC-UW21121506674/2021		King
23262	USA/WA-UW-21122903328/2021		King
23264	USA/WA-UW-21073007182/2021		King
23265	USA/WA-CDC-UW21121556773/2021		King
23266	USA/WA-CDC-UW21121471641/2021		King
23267	USA/WA-CDC-UW21121450882/2021		King
23268	USA/WA-CDC-UW21121032166/2021		King
23269	USA/WA-CDC-UW21121044799/2021		King
23270	USA/WA-CDC-UW21102260114/2021		King
23271	USA/WA-CDC-UW21121451407/2021		King
23272	USA/WA-UW-21121981106/2021		King
23273	USA/WA-CDC-UW21121530988/2021		King
23274	USA/WA-CDC-UW21121546780/2021		King
23275	USA/WA-S18661/2022		King
23276	USA/WA-S18759/2022		King
23277	USA/WA-S18657/2022		King
23278	USA/WA-S18659/2022		King
23279	USA/WA-UW-21072275919/2021		King
23280	USA/WA-CDC-UW21072233987/2021		King
23281	USA/WA-UW-21071973715/2021		King
23282	USA/WA-CDC-UW21072918268/2021		King
23283	USA/WA-CDC-UW21072144211/2021		King
23284	USA/WA-CDC-UW21072989893/2021		King
23285	USA/WA-S10349/2021		King
23286	USA/WA-CDC-UW21071989512/2021		King
23287	USA/WA-UW-21072205422/2021		King
23288	USA/WA-CDC-UW21072226726/2021		King
23289	USA/WA-CDC-UW21072993736/2021		King
23290	USA/WA-CDC-UW21072065255/2021		King
23291	USA/WA-CDC-UW21071563296/2021		King
23292	USA/WA-CDC-UW21071594609/2021		King
23293	USA/WA-UW-21071916119/2021		King
23294	USA/WA-CDC-UW21072909553/2021		King
23295	USA/WA-CDC-UW21073039497/2021		King
23296	USA/WA-CDC-UW21073064789/2021		King
23297	USA/WA-CDC-UW21073079293/2021		King
23298	USA/WA-CDC-UW21072938142/2021		King
23299	USA/WA-CDC-UW21072935185/2021		King
23300	USA/WA-UW-21072978544/2021		King
23301	USA/WA-S10091/2021		King
23302	USA/WA-CDC-UW21073026913/2021		King
23303	USA/WA-S10081/2021		King
23304	USA/WA-UW-21073096390/2021		King
23305	USA/WA-UW-21073047185/2021		King
23306	USA/WA-S10275/2021		King
23307	USA/WA-S10080/2021		King
23308	USA/WA-UW-21072935192/2021		King
23309	USA/WA-CDC-UW21072972988/2021		King
23310	USA/WA-CDC-LC0153062/2021		King
23311	USA/WA-CDC-UW21073025909/2021		King
23312	USA/WA-CDC-UW21073088241/2021		King
23313	USA/WA-CDC-UW21072913404/2021		King
23314	USA/WA-CDC-UW21073058094/2021		King
23315	USA/WA-CDC-UW21072976511/2021		King
23316	USA/WA-CDC-UW21073000781/2021		King
23317	USA/WA-UW-21072981655/2021		King
23318	USA/WA-CDC-UW21073046222/2021		King
23319	USA/WA-CDC-LC0185469/2021		King
23320	USA/WA-CDC-UW21073094277/2021		King
23321	USA/WA-CDC-UW21072975175/2021		King
23322	USA/WA-UW-21072909476/2021		King
23323	USA/WA-CDC-UW21073052261/2021		King
23324	USA/WA-S12317/2021		King
23325	USA/WA-CDC-UW21073155694/2021		King
23326	USA/WA-CDC-UW21073185800/2021		King
23327	USA/WA-CDC-UW21073134844/2021		King
23328	USA/WA-CDC-UW21073100881/2021		King
23329	USA/WA-CDC-UW21073122746/2021		King
23330	USA/WA-S10683/2021		King
23331	USA/WA-CDC-LC0152953/2021		King
23332	USA/WA-UW-21073121903/2021		King
23333	USA/WA-CDC-UW21073196244/2021		King
23334	USA/WA-S10669/2021		King
23335	USA/WA-UW-21073117592/2021		King
23336	USA/WA-CDC-UW21073134613/2021		King
23337	USA/WA-UW-21073001976/2021		King
23338	USA/WA-CDC-UW21073066013/2021		King
23339	USA/WA-CDC-UW21073074272/2021		King
23340	USA/WA-CDC-LC0152989/2021		King
23341	USA/WA-CDC-UW21073055437/2021		King
23342	USA/WA-CDC-UW21073148750/2021		King
23343	USA/WA-CDC-UW21073116822/2021		King
23344	USA/WA-CDC-UW21073106842/2021		King
23345	USA/WA-S10282/2021		King
23346	USA/WA-CDC-UW21073009982/2021		King
23347	USA/WA-CDC-UW21073021831/2021		King
23348	USA/WA-CDC-UW21073003376/2021		King
23349	USA/WA-S10711/2021		King
23350	USA/WA-UW-21072906515/2021		King
23351	USA/WA-UW-21073084713/2021		King
23352	USA/WA-CDC-UW21073118728/2021		King
23353	USA/WA-CDC-UW21073002039/2021		King
23354	USA/WA-CDC-UW21073145677/2021		King
23355	USA/WA-CDC-UW21073128029/2021		King
23356	USA/WA-CDC-UW21073012000/2021		King
23357	USA/WA-CDC-UW21073026814/2021		King
23358	USA/WA-S18709/2022		King
23359	USA/WA-S18683/2022		King
23360	USA/WA-CDC-UW22022156365/2022		King
23361	USA/WA-CDC-UW22021899676/2022		King
23362	USA/WA-CDC-UW22021928046/2022		King
23363	USA/WA-CDC-UW22021978589/2022		King
23364	USA/WA-CDC-UW22021618395/2022		King
23365	USA/WA-S18823/2022		King
23366	USA/WA-CDC-UW22022154533/2022		King
23367	USA/WA-UW-21110264311/2021		King
23368	USA/WA-CDC-UW22022344415/2022		King
23369	USA/WA-CDC-UW22021419271/2022		King
23370	USA/WA-CDC-UW22021497174/2022		King
23372	USA/WA-CDC-UW22021493303/2022		King
23373	USA/WA-CDC-UW22021994565/2022		King
23374	USA/WA-CDC-UW22022131248/2022		King
23375	USA/WA-CDC-UW22021965364/2022		King
23376	USA/WA-CDC-UW22021969773/2022		King
23377	USA/WA-CDC-UW22021914421/2022		King
23378	USA/WA-CDC-UW22021429985/2022		King
23379	USA/WA-CDC-UW22022035661/2022		King
23380	USA/WA-CDC-UW21102205928/2021		King
23381	USA/WA-CDC-UW22021958730/2022		King
23382	USA/WA-CDC-UW22021452949/2022		King
23383	USA/WA-CDC-UW21102374013/2021		King
23384	USA/WA-CDC-UW22021473549/2022		King
23385	USA/WA-CDC-UW22021948663/2022		King
23386	USA/WA-UW-21102116896/2021		King
23387	USA/WA-CDC-UW22021473883/2022		King
23388	USA/WA-CDC-UW22022107938/2022		King
23389	USA/WA-CDC-UW22022146833/2022		King
23390	USA/WA-CDC-UW22022272469/2022		King
23391	USA/WA-CDC-UW22021818782/2022		King
23392	USA/WA-UW-21100604139/2021		King
23393	USA/WA-CDC-UW22022102338/2022		King
23394	USA/WA-UW-21120851224/2021		King
23395	USA/WA-CDC-UW22022226400/2022		King
23396	USA/WA-CDC-UW22022136151/2022		King
23397	USA/WA-CDC-UW22022289110/2022		King
23398	USA/WA-CDC-UW22022334131/2022		King
23399	USA/WA-UW-21090610471/2021		King
23400	USA/WA-UW-21091340964/2021		King
23401	USA/WA-UW-21101251766/2021		King
23402	USA/WA-UW-21092588460/2021		King
23403	USA/WA-CDC-UW22022182201/2022		King
23404	USA/WA-CDC-UW22022111956/2022		King
23405	USA/WA-UW-21090169184/2021		King
23406	USA/WA-CDC-UW21121016029/2021		King
23407	USA/WA-UW-21110172306/2021		King
23408	USA/WA-UW-21122680335/2021		King
23409	USA/WA-CDC-UW21121386177/2021		King
23410	USA/WA-UW-21121936688/2021		King
23411	USA/WA-CDC-UW21121361713/2021		King
23412	USA/WA-CDC-UW21121471048/2021		King
23413	USA/WA-CDC-UW21121644083/2021		King
23414	USA/WA-UW-21121864501/2021		King
23415	USA/WA-UW-21121998372/2021		King
23416	USA/WA-CDC-UW21121397778/2021		King
23417	USA/WA-S18379/2022		King
23419	USA/WA-CDC-UW21121426108/2021		King
23420	USA/WA-CDC-UW21121621345/2021		King
23421	USA/WA-CDC-UW21121406137/2021		King
23422	USA/WA-CDC-UW21121450935/2021		King
23423	USA/WA-CDC-UW21121359307/2021		King
23424	USA/WA-CDC-UW21121082500/2021		King
23425	USA/WA-CDC-UW21121556691/2021		King
23426	USA/WA-CDC-UW21121647516/2021		King
23427	USA/WA-CDC-UW21121403045/2021		King
23428	USA/WA-CDC-UW21121698140/2021		King
23429	USA/WA-CDC-UW21121592539/2021		King
23430	USA/WA-CDC-UW21121413864/2021		King
23431	USA/WA-CDC-UW21121614035/2021		King
23432	USA/WA-CDC-UW21121411144/2021		King
23433	USA/WA-S18686/2022		King
23434	USA/WA-S18721/2022		King
23435	USA/WA-CDC-UW22021670782/2022		King
23436	USA/WA-CDC-UW22021981741/2022		King
23437	USA/WA-CDC-UW22021847924/2022		King
23438	USA/WA-CDC-UW22021894635/2022		King
23439	USA/WA-CDC-UW22022295478/2022		King
23440	USA/WA-CDC-UW22022123716/2022		King
23441	USA/WA-CDC-UW22021130738/2022		King
23443	USA/WA-CDC-UW22021494661/2022		King
23444	USA/WA-S18885/2022		King
23445	USA/WA-S18814/2022		King
23446	USA/WA-CDC-UW22022135461/2022		King
23447	USA/WA-CDC-UW22022236328/2022		King
23448	USA/WA-S18844/2022		King
23449	USA/WA-CDC-UW22022366984/2022		King
23450	USA/WA-CDC-UW22022130781/2022		King
23451	USA/WA-CDC-UW22022290668/2022		King
23452	USA/WA-CDC-UW22021670830/2022		King
23453	USA/WA-S18801/2022		King
23454	USA/WA-S18761/2022		King
23455	USA/WA-CDC-UW22021835774/2022		King
23456	USA/WA-CDC-UW22021480834/2022		King
23457	USA/WA-CDC-UW22021875316/2022		King
23458	USA/WA-CDC-UW22021187695/2022		King
23460	USA/WA-CDC-UW22021435205/2022		King
23461	USA/WA-CDC-UW22022373874/2022		King
23462	USA/WA-CDC-UW22021446372/2022		King
23463	USA/WA-CDC-UW22022166375/2022		King
23464	USA/WA-CDC-UW22021737347/2022		King
23465	USA/WA-CDC-UW22022151042/2022		King
23466	USA/WA-CDC-UW22022181000/2022		King
23467	USA/WA-CDC-UW22022256189/2022		King
23468	USA/WA-CDC-UW22021873516/2022		King
23469	USA/WA-CDC-UW22022111329/2022		King
23470	USA/WA-CDC-UW22022163243/2022		King
23471	USA/WA-CDC-UW22022221994/2022		King
23472	USA/WA-CDC-UW22021662067/2022		King
23473	USA/WA-CDC-UW22021777737/2022		King
23474	USA/WA-CDC-UW22021483547/2022		King
23475	USA/WA-CDC-UW22022160220/2022		King
23476	USA/WA-UW-21122402352/2021		King
23477	USA/WA-CDC-UW22022158874/2022		King
23478	USA/WA-CDC-UW22022273163/2022		King
23479	USA/WA-S18734/2022		King
23480	USA/WA-S18698/2022		King
23481	USA/WA-UW-21122529844/2021		King
23482	USA/WA-UW-21121821545/2021		King
23483	USA/WA-CDC-UW21121455380/2021		King
23484	USA/WA-CDC-UW21121450738/2021		King
23485	USA/WA-CDC-UW21121513165/2021		King
23486	USA/WA-UW-21101321117/2021		King
23487	USA/WA-CDC-UW21121658852/2021		King
23488	USA/WA-CDC-UW21121492014/2021		King
23489	USA/WA-CDC-UW22021611319/2022		King
23490	USA/WA-UW-21111967135/2021		King
23491	USA/WA-CDC-UW21121425851/2021		King
23492	USA/WA-CDC-UW21120951435/2021		King
23493	USA/WA-CDC-UW21121458280/2021		King
23494	USA/WA-UW-21121822758/2021		King
23495	USA/WA-CDC-UW21121348194/2021		King
23496	USA/WA-UW-21100960783/2021		King
23497	USA/WA-UW-21091624236/2021		King
23498	USA/WA-CDC-UW21121365790/2021		King
23499	USA/WA-UW-21092154774/2021		King
23500	USA/WA-CDC-UW21121371028/2021		King
23501	USA/WA-UW-21121805142/2021		King
23502	USA/WA-UW-21121619605/2021		King
23503	USA/WA-CDC-UW21121311690/2021		King
23504	USA/WA-UW-21092086902/2021		King
23505	USA/WA-UW-21121926439/2021		King
23506	USA/WA-CDC-UW21121356247/2021		King
23507	USA/WA-UW-21121061575/2021		King
23508	USA/WA-UW-21122739751/2021		King
23509	USA/WA-CDC-UW21121348275/2021		King
23510	USA/WA-UW-21101083789/2021		King
23511	USA/WA-UW-21121806077/2021		King
23512	USA/WA-UW-21092899817/2021		King
23513	USA/WA-CDC-UW21102294292/2021		King
23514	USA/WA-CDC-UW21121540178/2021		King
23515	USA/WA-UW-21121708072/2021		King
23516	USA/WA-CDC-UW21121361693/2021		King
23517	USA/WA-CDC-UW21121691785/2021		King
23518	USA/WA-CDC-UW22021463791/2022		King
23519	USA/WA-CDC-UW22021442987/2022		King
23520	USA/WA-S18735/2022		King
23522	USA/WA-S18776/2022		King
23523	USA/WA-CDC-LC0554894/2022		King
23524	USA/WA-S18803/2022		King
23525	USA/WA-S18891/2022		King
23526	USA/WA-CDC-UW22022357508/2022		King
23527	USA/WA-CDC-UW22022296146/2022		King
23528	USA/WA-CDC-UW22022356761/2022		King
23529	USA/WA-CDC-UW22021481459/2022		King
23530	USA/WA-CDC-UW22021931782/2022		King
23531	USA/WA-CDC-UW22021942013/2022		King
23532	USA/WA-CDC-UW22022171575/2022		King
23533	USA/WA-CDC-UW22021485403/2022		King
23534	USA/WA-CDC-UW22022273445/2022		King
23535	USA/WA-CDC-UW22021675073/2022		King
23536	USA/WA-S18658/2022		King
23537	USA/WA-CDC-UW22022331647/2022		King
23538	USA/WA-CDC-UW22021945652/2022		King
23539	USA/WA-CDC-UW22021419034/2022		King
23540	USA/WA-S18892/2022		King
23541	USA/WA-S18689/2022		King
23542	USA/WA-CDC-UW21121531153/2021		King
23543	USA/WA-UW-21120695101/2021		King
23544	USA/WA-CDC-UW21121444468/2021		King
23545	USA/WA-CDC-UW21121562519/2021		King
23546	USA/WA-CDC-UW21121330322/2021		King
23547	USA/WA-CDC-UW21121438979/2021		King
23548	USA/WA-CDC-UW21121662106/2021		King
23549	USA/WA-CDC-UW21121443107/2021		King
23550	USA/WA-CDC-UW21121015461/2021		King
23551	USA/WA-UW-21121859106/2021		King
23552	USA/WA-CDC-UW21102295739/2021		King
23553	USA/WA-CDC-UW21121727419/2021		King
23554	USA/WA-UW-21121819982/2021		King
23555	USA/WA-CDC-UW21102285935/2021		King
23556	USA/WA-UW-21121639570/2021		King
23557	USA/WA-CDC-UW21121560277/2021		King
23558	USA/WA-CDC-UW21102256981/2021		King
23559	USA/WA-UW-21121820955/2021		King
23560	USA/WA-UW-21122015477/2021		King
23561	USA/WA-CDC-UW21121429786/2021		King
23562	USA/WA-CDC-UW21121639238/2021		King
23563	USA/WA-UW-21090309287/2021		King
23564	USA/WA-CDC-UW21121613294/2021		King
23565	USA/WA-UW-21122682510/2021		King
23566	USA/WA-CDC-UW21102234996/2021		King
23567	USA/WA-CDC-UW21121619330/2021		King
23568	USA/WA-CDC-UW21121314182/2021		King
23569	USA/WA-CDC-UW21121461370/2021		King
23570	USA/WA-CDC-UW21102215385/2021		King
23571	USA/WA-UW-21122271780/2021		King
23572	USA/WA-CDC-UW22022185720/2022		King
23573	USA/WA-CDC-UW22021853532/2022		King
23574	USA/WA-CDC-UW22022171383/2022		King
23575	USA/WA-CDC-UW22021858559/2022		King
23576	USA/WA-CDC-UW22022170494/2022		King
23577	USA/WA-CDC-UW22022114846/2022		King
23578	USA/WA-S18663/2022		King
23579	USA/WA-S18826/2022		King
23580	USA/WA-CDC-UW22020832267/2022		King
23583	USA/WA-S18688/2022		King
23584	USA/WA-CDC-LC0554924/2022		King
23585	USA/WA-CDC-UW22022108946/2022		King
23586	USA/WA-CDC-UW22022169240/2022		King
23587	USA/WA-CDC-UW22022109159/2022		King
23588	USA/WA-CDC-UW22022093926/2022		King
23589	USA/WA-CDC-UW22022263874/2022		King
23590	USA/WA-S18809/2022		King
23591	USA/WA-S18831/2022		King
23592	USA/WA-CDC-UW22022186273/2022		King
23593	USA/WA-CDC-UW22022102603/2022		King
23594	USA/WA-CDC-UW22022107817/2022		King
23595	USA/WA-CDC-UW22022383638/2022		King
23596	USA/WA-CDC-UW22021784820/2022		King
23597	USA/WA-CDC-UW22021908434/2022		King
23598	USA/WA-CDC-UW22021655220/2022		King
23599	USA/WA-CDC-UW22021921981/2022		King
23600	USA/WA-CDC-UW22021094946/2022		King
23602	USA/WA-CDC-UW22021780822/2022		King
23603	USA/WA-CDC-UW22022132171/2022		King
23604	USA/WA-CDC-UW22022214256/2022		King
23605	USA/WA-S18653/2022		King
23606	USA/WA-CDC-UW21102265066/2021		King
23607	USA/WA-UW-21121813155/2021		King
23608	USA/WA-CDC-UW21121562160/2021		King
23609	USA/WA-CDC-UW21121033968/2021		King
23610	USA/WA-UW-21091630729/2021		King
23611	USA/WA-CDC-UW21102339064/2021		King
23612	USA/WA-CDC-UW21102274517/2021		King
23613	USA/WA-CDC-UW21121698029/2021		King
23614	USA/WA-CDC-UW21102231535/2021		King
23615	USA/WA-CDC-UW21121506940/2021		King
23616	USA/WA-UW-21121761504/2021		King
23617	USA/WA-CDC-UW21102265170/2021		King
23618	USA/WA-CDC-UW22021085411/2022		King
23620	USA/WA-UW-21112407964/2021		King
23621	USA/WA-CDC-UW21121598941/2021		King
23622	USA/WA-CDC-UW21121477202/2021		King
23623	USA/WA-CDC-UW21121338486/2021		King
23624	USA/WA-S18701/2022		King
23625	USA/WA-CDC-UW22021849110/2022		King
23626	USA/WA-CDC-UW22021875901/2022		King
23627	USA/WA-CDC-LC0554896/2022		King
23628	USA/WA-CDC-UW21121626191/2021		King
23629	USA/WA-CDC-UW22021666977/2022		King
23630	USA/WA-CDC-UW21121509057/2021		King
23631	USA/WA-UW-21121787528/2021		King
23632	USA/WA-CDC-UW22021884235/2022		King
23633	USA/WA-CDC-LC0554889/2022		King
23634	USA/WA-UW-21122768261/2021		King
23635	USA/WA-CDC-UW22021823157/2022		King
23636	USA/WA-CDC-UW22022311621/2022		King
23637	USA/WA-CDC-UW21121589000/2021		King
23638	USA/WA-UW-21122167143/2021		King
23639	USA/WA-CDC-UW22021980833/2022		King
23640	USA/WA-UW-21090271046/2021		King
23641	USA/WA-CDC-UW22022191440/2022		King
23642	USA/WA-UW-21121739605/2021		King
23643	USA/WA-CDC-UW22021442344/2022		King
23644	USA/WA-S18652/2022		King
23645	USA/WA-CDC-UW22021473677/2022		King
23646	USA/WA-CDC-UW21121498803/2021		King
23647	USA/WA-CDC-UW22021849195/2022		King
23648	USA/WA-CDC-UW22021461241/2022		King
23649	USA/WA-CDC-UW22021616675/2022		King
23650	USA/WA-CDC-UW22022164819/2022		King
23651	USA/WA-CDC-UW22021476125/2022		King
23652	USA/WA-S18764/2022		King
23653	USA/WA-CDC-UW22021476384/2022		King
23654	USA/WA-CDC-UW22022147048/2022		King
23655	USA/WA-CDC-UW22022291796/2022		King
23656	USA/WA-CDC-UW22021463659/2022		King
23657	USA/WA-CDC-UW21121587694/2021		King
23658	USA/WA-CDC-UW21121492390/2021		King
23659	USA/WA-UW-21121896398/2021		King
23660	USA/WA-CDC-UW21121692868/2021		King
23661	USA/WA-UW-21121888849/2021		King
23662	USA/WA-CDC-UW22022192333/2022		King
23663	USA/WA-UW-21121858247/2021		King
23664	USA/WA-CDC-UW22021913757/2022		King
23665	USA/WA-CDC-UW21121475184/2021		King
23666	USA/WA-CDC-UW22022199893/2022		King
23667	USA/WA-CDC-UW22021662823/2022		King
23668	USA/WA-CDC-UW22022189772/2022		King
23669	USA/WA-S18665/2022		King
23670	USA/WA-CDC-UW21121052989/2021		King
23671	USA/WA-CDC-LC0554860/2022		King
23672	USA/WA-UW-21123005123/2021		King
23674	USA/WA-CDC-UW21121673731/2021		King
23675	USA/WA-CDC-UW22021903234/2022		King
23676	USA/WA-S18696/2022		King
23677	USA/WA-CDC-UW22022125125/2022		King
23678	USA/WA-CDC-UW22021621993/2022		King
23679	USA/WA-CDC-UW21121577270/2021		King
23680	USA/WA-UW-21091888235/2021		King
23681	USA/WA-CDC-UW22022171117/2022		King
23682	USA/WA-CDC-UW21120910690/2021		King
23683	USA/WA-CDC-UW22022284905/2022		King
23684	USA/WA-CDC-UW22022139206/2022		King
23685	USA/WA-CDC-UW22021907080/2022		King
23686	USA/WA-CDC-UW21121464696/2021		King
23687	USA/WA-CDC-UW22021430382/2022		King
23688	USA/WA-CDC-UW22021420297/2022		King
23689	USA/WA-UW-21120901918/2021		King
23690	USA/WA-S18882/2022		King
23691	USA/WA-CDC-UW22021451632/2022		King
23692	USA/WA-CDC-UW22021429854/2022		King
23693	USA/WA-S18893/2022		King
23694	USA/WA-CDC-UW22021404832/2022		King
23695	USA/WA-CDC-UW22021740450/2022		King
23696	USA/WA-CDC-UW21121622189/2021		King
23697	USA/WA-CDC-UW22022197422/2022		King
23698	USA/WA-CDC-UW22021425868/2022		King
23699	USA/WA-CDC-UW22021589542/2022		King
23701	USA/WA-CDC-UW22021919481/2022		King
23702	USA/WA-CDC-UW22022140155/2022		King
23703	USA/WA-CDC-UW22021481326/2022		King
23704	USA/WA-UW-21121749073/2021		King
23705	USA/WA-UW-21101167696/2021		King
23706	USA/WA-CDC-UW22022166935/2022		King
23707	USA/WA-CDC-UW22022112095/2022		King
23708	USA/WA-CDC-UW22022233990/2022		King
23709	USA/WA-CDC-UW22021402920/2022		King
23710	USA/WA-CDC-UW21121478228/2021		King
23711	USA/WA-CDC-UW22021769517/2022		King
23712	USA/WA-CDC-UW22021942148/2022		King
23713	USA/WA-CDC-UW22021702998/2022		King
23714	USA/WA-CDC-UW22022164497/2022		King
23715	USA/WA-CDC-UW22022387147/2022		King
23716	USA/WA-CDC-UW22022359003/2022		King
23717	USA/WA-CDC-UW22022159769/2022		King
23718	USA/WA-CDC-UW21121498871/2021		King
23719	USA/WA-CDC-UW22021944686/2022		King
23720	USA/WA-UW-21111986678/2021		King
23721	USA/WA-S18664/2022		King
23722	USA/WA-UW-21113026404/2021		King
23723	USA/WA-UW-21090701417/2021		King
23724	USA/WA-UW-21092857484/2021		King
23725	USA/WA-CDC-UW21102258465/2021		King
23726	USA/WA-S18871/2022		King
23727	USA/WA-CDC-UW21121566628/2021		King
23728	USA/WA-CDC-UW21121480328/2021		King
23729	USA/WA-CDC-UW21100211817/2021		King
23730	USA/WA-CDC-UW21121486527/2021		King
23731	USA/WA-S18794/2022		King
23732	USA/WA-CDC-UW22021646514/2022		King
23733	USA/WA-CDC-UW21121059472/2021		King
23734	USA/WA-CDC-UW21121558450/2021		King
23735	USA/WA-CDC-UW22022053350/2022		King
23736	USA/WA-UW-21121997299/2021		King
23737	USA/WA-UW-21121808378/2021		King
23738	USA/WA-CDC-UW21121098045/2021		King
23739	USA/WA-CDC-UW21121493991/2021		King
23740	USA/WA-UW-21091673460/2021		King
23741	USA/WA-UW-21122061969/2021		King
23742	USA/WA-CDC-UW21121413336/2021		King
23743	USA/WA-UW-21110383544/2021		King
23744	USA/WA-CDC-UW22022107587/2022		King
23745	USA/WA-CDC-UW21102300784/2021		King
23746	USA/WA-UW-21121840952/2021		King
23747	USA/WA-CDC-UW22021476904/2022		King
23748	USA/WA-UW-21092159976/2021		King
23749	USA/WA-CDC-UW22021656322/2022		King
23750	USA/WA-CDC-UW22021468004/2022		King
23751	USA/WA-CDC-UW22022149767/2022		King
23752	USA/WA-CDC-UW21102328043/2021		King
23753	USA/WA-CDC-UW22022217514/2022		King
23754	USA/WA-S17959/2022		King
23756	USA/WA-CDC-UW21120991892/2021		King
23757	USA/WA-UW-21121862615/2021		King
23758	USA/WA-CDC-UW21121640416/2021		King
23759	USA/WA-CDC-UW21121457418/2021		King
23760	USA/WA-CDC-LC0451831/2021		King
23761	USA/WA-CDC-UW21121520598/2021		King
23762	USA/WA-CDC-UW21121455910/2021		King
23763	USA/WA-CDC-UW21121619703/2021		King
23764	USA/WA-CDC-UW22021910230/2022		King
